id,published_at,views,likes,dislikes,comments,length
jqkGDKiYvOs,2021-01-23T15:29:12Z,6015690,365837,0,2652,PT58S
VtPsXzlzVNM,2021-08-09T22:18:33Z,5767497,405587,0,1482,PT33S
TiJV3jjUtng,2021-05-27T16:51:18Z,392569,1488,0,0,PT37S
mFEKmmGZCxg,2021-11-13T05:54:59Z,9527162,563950,0,2260,PT49S
kzkChigcPTw,2021-12-18T17:22:13Z,16632,1396,0,20,PT36S
4kptlrzcCfc,2021-10-12T16:52:39Z,22215672,1694200,0,50250,PT11S
_QbmYhrzie0,2021-04-04T19:30:01Z,7524536,504455,0,2239,PT57S
-FBwZtuJtMw,2021-05-10T21:35:40Z,3338031,246751,0,18812,PT3M30S
AhJpav2rjac,2021-08-18T14:11:48Z,2773376,797,0,6,PT46S
SBaIxNCV4KU,2021-12-13T03:26:05Z,8104332,647623,0,42500,PT55S
dOdPoU1ncOc,2021-08-06T19:00:30Z,3472920,63589,0,2364,PT2M3S
9UMxZofMNbA,2021-06-13T11:10:55Z,45612493,224630,0,0,P0D
A0Qav559BM4,2021-12-28T00:30:12Z,2301745,87251,0,4438,PT2M15S
2s7u4L6mtmE,2021-12-31T04:20:55Z,3579748,17078,0,735,PT2M15S
py8m3ELi5_Y,2021-08-19T00:00:55Z,151826,67,0,6,PT1M38S
pUF5esTscZI,2021-03-26T21:00:14Z,7687537,369478,0,19862,PT8M44S
9LMr5XTgeyI,2021-08-09T11:45:13Z,4511316,216284,0,6930,PT8M56S
Lz7Drdz-vLg,2021-01-10T05:00:11Z,7987730,103857,0,2327,PT3M3S
mhJRzQsLZGg,2021-07-12T17:07:47Z,67664816,113806,0,0,P0D
J90L73YOR3k,2021-07-05T19:06:40Z,3364152,64517,0,1778,PT1M51S
yFwPswAfvqw,2021-06-06T20:05:55Z,1525949,32175,0,1179,PT2M25S
oHdW4Fafn8M,2021-09-17T16:00:22Z,1528181,27269,0,772,PT12M31S
aoAx0hfew2c,2021-03-14T20:00:00Z,1518686,35871,0,2672,PT2M3S
64Qfx-PZ2Qk,2021-09-23T17:02:16Z,2726071,68841,0,3048,PT2M45S
1ynspvn8KSs,2021-09-16T18:15:11Z,13196691,229994,0,7493,PT2M42S
qcdPtTnV-Ys,2021-12-18T17:00:22Z,5805121,176354,0,4180,PT15M10S
q09lokslFFk,2021-12-15T18:24:56Z,3636663,19,0,3,PT43S
Dd7YbWyPcQo,2021-03-01T21:42:47Z,19610956,105139,0,0,P0D
yub12mIMcH4,2021-11-30T21:46:53Z,608160,19502,0,1343,PT1M55S
B4-L2nfGcuE,2021-09-15T22:09:49Z,84431929,279125,0,0,P0D
Wfrq_DLb8wI,2021-04-07T16:00:14Z,9442021,176659,0,6266,PT25M21S
aTgXhtRtKz4,2021-05-24T10:00:02Z,23879489,130089,0,1459,PT5M13S
WLoVHyuYVBY,2021-10-15T16:00:10Z,4021268,110820,0,4903,PT17M59S
prdJbeyyPo0,2021-07-28T22:30:03Z,547589,4427,0,1709,PT3M25S
07fkuLXklWs,2021-10-10T18:00:00Z,197571,5540,0,2123,PT12M35S
BfFUGqdbu4c,2021-09-09T09:50:25Z,594832,92,0,20,PT2M15S
3pAzUhqDJH8,2021-08-02T16:37:34Z,4552358,7,0,0,PT59S
3yT5jJZplsk,2021-03-26T22:54:59Z,3281515,24066,0,1574,PT9M32S
vn4CXeOmAzg,2021-08-09T13:00:33Z,619870,5947,0,199,PT8M28S
51re8OsHC00,2021-07-11T10:16:20Z,2022825,10282,0,191,PT1M40S
Cc7goetmzkY,2021-02-27T15:45:01Z,219119,4146,0,75,PT9M1S
WS-22w4NzJA,2021-10-02T16:30:27Z,2118848,12347,0,355,PT2M18S
jNXVuSQEDu4,2021-11-25T14:40:34Z,952164,2855,0,0,PT4M36S
g8Sjyo01yt8,2021-10-18T09:15:29Z,3580966,83372,0,334,PT8M32S
9V5x8USDluo,2021-05-12T02:47:36Z,481519,0,0,0,PT3M23S
n-F-s5PSP8w,2021-02-05T12:29:31Z,587066,4153,0,75,PT8M44S
VMZsFCQPRZY,2021-07-16T16:30:09Z,38603330,194144,0,2153,PT8M53S
AIuAkAktsnE,2021-01-22T17:16:37Z,38719434,50,0,0,PT30S
VueEQ5KlYyk,2021-06-19T16:07:05Z,5789441,214240,0,4887,PT21M10S
Wfrq_DLb8wI,2021-04-07T16:00:14Z,9442021,176659,0,6266,PT25M21S
WS-22w4NzJA,2021-10-02T16:30:27Z,2118848,12347,0,355,PT2M18S
zU0fw6YD008,2021-11-26T16:00:25Z,19497260,338924,0,0,PT1M
efEiBG7DLB4,2021-11-28T14:19:18Z,5371334,137113,0,7470,PT10M7S
YGEgelAiUf0,2021-08-27T11:53:02Z,202647116,0,0,0,P0D
wqPM3c67Ovc,2021-01-01T02:46:09Z,1258764,42643,0,366,PT39S
R-1JXejejMg,2021-07-24T14:00:11Z,1319705,9076,0,182,PT8M27S
Vy4hbbZcTiM,2021-03-08T10:08:49Z,1296766,1817,0,0,PT6M42S
KmwE0abw3uk,2021-12-16T22:00:06Z,19387655,413895,0,1614,PT26S
7DhrRMWwCIY,2021-01-23T21:26:56Z,434390,6584,0,279,PT10M2S
T5cVJI2y0k8,2021-05-16T15:00:27Z,189164,4662,0,330,PT8M20S
MqGo5uQ7bes,2021-11-19T13:39:20Z,282942,0,0,126,PT39M20S
LDV6HLKAt8Y,2021-12-27T22:01:08Z,490036,5328,0,146,PT11M9S
-quY0zJrdiI,2021-08-08T14:45:14Z,2336999,76986,0,7898,PT13M18S
uYgwKFFfjuw,2021-02-28T19:11:43Z,40913364,208199,0,6388,PT2M47S
II_m28Bm-iM,2021-09-13T10:03:22Z,704460559,0,0,0,P0D
lH9r8Sq059s,2021-05-23T12:57:58Z,332127,3723,0,398,PT3M32S
p1Fvrm-pSao,2021-07-26T23:00:12Z,3868144,43349,0,871,PT13M21S
zrAYZ8KXjqE,2021-10-07T05:58:07Z,66845,2476,0,629,PT5M48S
IiJYXYNbKUs,2021-02-05T13:17:50Z,2689652,4043,0,0,PT8M11S
-7DXXmJ_UbI,2021-08-24T01:30:09Z,200645,6099,0,668,PT23M36S
TMavGifBOEI,2021-12-29T17:34:57Z,155650,5768,0,408,PT7M34S
pARqOBE6baU,2021-12-15T01:22:21Z,1032068,24273,0,1210,PT2M31S
51re8OsHC00,2021-07-11T10:16:20Z,2022825,10282,0,191,PT1M40S
PCdZ8yISbgk,2021-05-13T15:30:36Z,6334846,151379,0,7228,PT2M35S
VMZsFCQPRZY,2021-07-16T16:30:09Z,38603330,194144,0,2153,PT8M53S
QKTNfEEeDnE,2021-11-10T22:37:37Z,9515327,118298,0,0,P0D
4PuwEQc3WfM,2021-11-22T22:54:11Z,14018844,31648,0,961,PT2M51S
dXIyMS61B68,2021-12-27T21:17:06Z,111472879,538446,0,0,PT11H54M57S
L1HcfhsWMX8,2021-02-08T11:00:07Z,284400,5910,0,787,PT10M19S
WGdAVnR372w,2021-03-27T14:32:51Z,2630028,13168,0,120,PT3M30S
4951luSaOMg,2021-10-12T14:11:30Z,726792,6985,0,109,PT11M13S
HXp5x6llMo4,2021-03-11T08:40:51Z,18235521,21216,0,0,P0D
Q95zFLkSgfU,2021-07-16T15:15:01Z,192475,3606,0,228,PT8M44S
ebshN28FDWE,2021-05-29T23:30:55Z,4942455,68918,0,3414,PT5M5S
oIgbl7t0S_w,2021-04-30T12:47:34Z,92985839,118384,0,0,P0D
VueEQ5KlYyk,2021-06-19T16:07:05Z,5789441,214240,0,4887,PT21M10S
dOh0jikQspU,2021-05-19T01:30:12Z,278147,7265,0,1368,PT24M32S
SREbl7Mpw2g,2021-08-24T11:56:52Z,1622219,14779,0,2662,PT6M23S
zcWXboTnous,2021-12-06T17:09:46Z,66270717,52843,0,0,P0D
rZzsdWFu4tc,2021-04-02T15:45:03Z,553137,5216,0,181,PT10M24S
VOlRrlbfnwA,2021-09-03T17:00:13Z,1731325,15823,0,529,PT2M50S
r4IEWGWNU98,2021-02-14T15:00:19Z,333948,7677,0,769,PT8M41S
X_EWYemclKA,2021-01-13T06:19:03Z,499501077,312725,0,0,P0D
oqqJ-5FuzUU,2021-11-27T10:00:13Z,681357,27177,0,870,PT7M27S
TCnaIE_SAtM,2021-09-22T02:25:48Z,83861016,55752,0,0,P0D
NfFEl1znlq4,2021-04-23T11:00:10Z,243490,5661,0,386,PT10M2S
EbPtANfREJg,2021-09-09T15:50:42Z,4648481,44897,0,793,PT42M12S
XZPuB1QasQU,2021-08-20T00:16:32Z,3613314,50104,0,1796,PT33M41S
KtNGDa2gFes,2021-12-18T10:00:13Z,210556,10031,0,365,PT6M51S
3lgYHGV0OCI,2021-07-31T02:52:46Z,3326866,29674,0,1529,PT4M49S
xH0OiUVjVys,2021-12-04T10:00:12Z,398116,17000,0,368,PT7M15S
CKjSm5ZeehE,2021-04-17T23:01:44Z,71149257,44823,0,0,P0D
2GVk9PLiz-8,2021-09-25T13:41:22Z,204644,9047,0,488,PT8M5S
QlsR2ShzrG8,2021-12-17T23:27:08Z,2188685,56623,0,1374,PT6M34S
5-G0h56gZZ8,2021-09-30T15:05:02Z,376236,15058,0,562,PT8M20S
CroUnlcZnE4,2021-01-26T14:56:49Z,189325,7,0,0,PT1M
KqXAgU3NkKE,2021-06-03T19:14:57Z,5869223,56764,0,1614,PT25M38S
1mH9IqoAOjg,2021-11-02T23:08:50Z,239007,4620,0,141,PT9M21S
sd5XzP3_Cho,2021-10-28T15:00:21Z,1846477,28559,0,567,PT26M9S
0TjPuyZ5gC0,2021-02-10T15:00:01Z,1878545,9832,0,453,PT11M4S
NhFZfIh5mZ4,2021-09-18T10:00:12Z,1262444,49800,0,1769,PT8M31S
0Sg8rNDdIRk,2021-07-11T05:46:53Z,6400533,47210,0,198,PT2M
J1jxOdWDNFg,2021-02-26T04:00:06Z,523680,6273,0,377,PT11M8S
A_-dAuwW-Wg,2021-10-16T05:30:00Z,311291,4,0,1,PT15S
q2Jbepczh6Q,2021-08-24T12:52:29Z,762732,0,0,0,PT1M1S
Fz7X7iDpS7U,2021-12-01T12:17:38Z,306389,5333,0,282,PT1H26M10S
Xc0zAM8ehCM,2021-12-20T09:00:12Z,310877,4779,0,0,PT5M18S
f5BTXUoPt7g,2021-08-29T13:00:13Z,184664,4028,0,137,PT9M30S
