id,published_at,views,likes,dislikes,comments,length
kItOu0Fo9oU,2018-12-19T23:41:29Z,748647,286,0,60,PT2M54S
riU57Pn4fco,2018-09-13T22:54:09Z,579895,52,0,3,PT1M29S
1Jmu9lqGgbc,2018-12-09T17:30:00Z,22756318,390404,0,15963,PT2M38S
LruaD7XhQ50,2018-11-26T13:27:21Z,14356084,266445,0,11638,PT8M55S
h1H2No24VTY,2018-02-13T03:00:17Z,211366,103,0,4,PT1M49S
eGPNEaZV6cc,2018-07-20T16:00:07Z,5308884,100016,0,3673,PT2M15S
e8xwUN8TWwY,2018-12-01T14:00:03Z,222682,4519,0,352,PT11M22S
eQ-yukUBuRQ,2018-12-13T18:51:31Z,1129817,29,0,0,PT2M11S
Gvg1faavh88,2018-11-13T01:04:15Z,163607,35,0,0,PT1M44S
2nS3eO-Tvtw,2018-01-08T21:00:00Z,231622,1874,0,357,PT2M37S
7rlbCyj5fPk,2018-06-11T22:52:41Z,281005,8893,0,473,PT2M30S
-8tofSAtux4,2018-05-08T07:28:47Z,492768,6750,0,962,PT3M53S
PTuZn_cMjdo,2018-05-31T09:43:48Z,225266,918,0,0,PT1M45S
bkzJAmkYYIw,2018-06-20T18:45:14Z,3660623,68773,0,2501,PT4M10S
kdTxybWNwL4,2018-08-19T23:17:48Z,3933545,74465,0,5026,PT4M37S
afRki2_aNKg,2018-11-04T01:10:33Z,154397147,2476840,0,23446,PT2M15S
cZYNADOHhVY,2018-04-24T13:02:43Z,9993594,387998,0,36672,PT12M44S
Q8-NgZsUp4Q,2018-08-24T17:00:02Z,245443,5611,0,1455,PT11M4S
7SqTcudkVCg,2018-08-06T19:07:37Z,3445,187,0,133,PT32S
oKhujNvxJrk,2018-07-05T19:00:04Z,189207,4541,0,441,PT6M3S
-Vccnljgyvg,2018-12-12T20:00:00Z,226490,5721,0,452,PT6M34S
VV7D34dMVlY,2018-12-21T16:07:26Z,733165,1043,0,0,PT3M15S
2czKhkummos,2018-04-26T11:30:00Z,389253,13024,0,231,PT3M31S
btg60-Dwrw8,2018-12-15T21:09:10Z,476238,10403,0,778,PT10M23S
13x37X3Wphc,2018-11-13T01:03:20Z,337450,20,0,0,PT1M54S
5S2_Plu0e2M,2018-07-09T11:00:00Z,3072231,31138,0,3377,PT12M42S
u5YNHidprZs,2018-02-15T15:42:31Z,369387,4704,0,339,PT10M18S
-JKjCWeg410,2018-07-24T22:04:12Z,320080,0,0,0,PT5M1S
OeXdutJ0FfQ,2018-07-20T17:00:02Z,1294394,24132,0,1625,PT10M29S
z0bjZlAMWCc,2018-12-13T03:00:02Z,1912439,17578,0,1304,PT13M6S
1NZZtIDJtas,2018-11-15T20:00:00Z,230197,2436,0,155,PT10M40S
HVZ4XOrSBf0,2018-07-08T13:00:01Z,52691,206,0,7,PT2M31S
SuLEme5ov2o,2018-04-13T08:49:10Z,434797,2277,0,90,PT11M38S
44_FU7ngNOo,2018-06-08T15:46:10Z,858870,661,0,14,PT2M36S
T_aOnn7ryIQ,2018-01-23T14:24:44Z,982,12,0,0,PT51S
awKdWoQOZZo,2018-12-07T00:58:32Z,1475068,20952,0,1775,PT16M10S
kdkK7hbEzlk,2018-10-15T14:32:55Z,304308,2627,0,36,PT9M55S
P8pqpr4DD1Y,2018-10-15T17:00:04Z,393633,5893,0,1490,PT8M56S
_goQG4f6a9Q,2018-10-22T06:01:12Z,5924537,21588,0,365,PT6M18S
NhJ_85RSUp0,2018-05-03T00:30:00Z,435739,9034,0,1040,PT11M16S
6ut4ld7oiJw,2018-12-03T17:00:00Z,668159,12198,0,778,PT8M22S
oMBAxWTf-vo,2018-07-19T03:00:01Z,159338,3540,0,353,PT9M4S
r1Ur6CGGInc,2018-12-26T13:00:07Z,1579,19,0,1,PT2M27S
9U-9v09yd5c,2018-01-12T21:40:05Z,2587175,11753,0,0,PT14M39S
9U-9v09yd5c,2018-01-12T21:40:05Z,2587175,11753,0,0,PT14M39S
YfZ73SK2_vA,2018-02-03T19:00:01Z,769049,6368,0,373,PT11M34S
mbXrwzbyT7E,2018-08-24T20:16:30Z,2432241,59545,0,905,PT4M24S
SXRyHIOGDOc,2018-10-03T01:57:31Z,278139,4574,0,558,PT1M27S
tgBTspqA5nY,2018-03-21T21:46:26Z,147601261,117213,0,0,P0D
m6haVJUDyBs,2018-11-19T20:00:04Z,300223,2531,0,133,PT11M4S
hOp2sGUoUuc,2018-10-27T11:00:05Z,650318,9955,0,966,PT9M5S
dWJTYN6qf3Y,2018-02-22T11:00:05Z,594024,14147,0,492,PT10M44S
fEvM-OUbaKs,2018-11-29T05:55:07Z,35936746,149683,0,0,P0D
jb3rZ0n-4H4,2018-11-30T00:58:38Z,1309086,20264,0,1939,PT13M
n9CUHkbLw9I,2018-05-29T19:00:02Z,617098,6800,0,461,PT11M12S
GmxJWc85ndo,2018-11-18T08:18:33Z,201688,7489,0,306,PT1M53S
sfcyn1oO-Dk,2018-10-27T22:28:27Z,2018140,32218,0,1939,PT13M1S
fP-o7hrJkKo,2018-12-14T00:57:46Z,1114919,18420,0,1377,PT16M5S
A6xe4tKdx_c,2018-11-23T17:00:00Z,6616982,145198,0,10268,PT2M49S
-5Ge_s9HTLE,2018-12-21T00:57:45Z,1365850,21410,0,1838,PT27M53S
A3AefrMdo6c,2018-11-16T12:28:23Z,3404979,93605,0,2537,PT3M49S
6m0Uv9WLMgA,2018-04-29T16:02:52Z,23778435,391365,0,3692,PT2M14S
0DPdwIGPh38,2018-02-24T15:00:00Z,207506,3808,0,259,PT4M37S
wGssqUdEbUE,2018-07-22T19:00:02Z,295857,3275,0,277,PT11M
g_MP6BENHEs,2018-01-11T23:43:14Z,8722105,76605,0,3358,PT2M33S
__C9bJjKUOA,2018-06-20T22:18:39Z,1326728,5713,0,156,PT3M58S
OXcwrMDljMU,2018-08-28T05:42:48Z,775209,3711,0,142,PT6M52S
zGFpQT40msA,2018-12-15T03:00:02Z,281123,2734,0,453,PT11M36S
yAZA016gS7o,2018-04-13T19:10:13Z,5395,174,0,5,PT30S
J7_bMdYfSws,2018-10-20T09:21:38Z,50037706,584052,0,5285,PT4M46S
xT5YXIiHN40,2018-01-13T11:00:07Z,755337,21435,0,780,PT10M47S
