id,published_at,views,likes,dislikes,comments,length
aHDh-ZI55YE,2023-05-15T11:42:04Z,171627638,1999793,0,5227,PT22S
n6QS428oviQ,2023-04-20T15:01:08Z,3074663,13471,0,1,PT36S
T0Whh_bPJDw,2023-01-17T13:00:16Z,68968889,1014314,0,0,PT15S
DPvbAisvkuQ,2023-02-26T13:09:30Z,46333773,469752,0,1645,PT19S
725wkWFTZrw,2023-09-05T19:22:37Z,4346140,195280,0,2576,PT17S
Q-KGQZkB6V8,2023-01-09T12:08:18Z,82704184,1301110,0,2959,PT43S
RS4Fl_7BryE,2023-05-22T22:24:43Z,424910699,6009259,0,4623,PT18S
-LDpilAEwMU,2023-04-03T23:21:26Z,43609734,694316,0,0,PT11S
16Lxc9fuHq8,2023-06-09T12:30:00Z,109631653,3883635,0,9998,PT24S
J9BAaSjXHug,2023-06-18T18:00:06Z,73951904,3417766,0,50444,PT18S
FYYm5AxKRvg,2023-05-17T09:32:15Z,217921931,3204956,0,17185,PT14S
-E0AHOOGo24,2023-11-16T17:46:28Z,2683525,11212,0,0,P0D
EbFHiWDEvt0,2023-05-01T15:01:30Z,318193,2,0,2,PT31S
6HodCcEW_oQ,2023-03-30T06:15:03Z,1133375,0,0,0,P0D
2Q6jWwhVkz4,2023-03-22T17:28:15Z,38681084,722141,0,4674,PT15S
lR4zL99dewU,2023-04-08T16:00:24Z,6038595,125057,0,4017,PT10M16S
gCNeDWCI0vo,2023-03-10T00:24:38Z,182341222,322063,0,0,P0D
Fjp2TdlTTIU,2023-10-11T19:03:31Z,17757912,78330,0,0,P0D
ozJO90vN-jU,2023-01-30T06:30:46Z,23649953,421008,0,0,PT1M
gN0PZCe-kwQ,2023-12-28T04:37:10Z,9492824,26122,0,0,P0D
xghWi4eFEHo,2023-06-07T14:00:41Z,38301499,602222,0,0,PT32S
x7I9aLJ4hKo,2023-11-01T16:08:27Z,27405629,53475,0,0,P0D
w9uJg68CV4g,2023-12-14T14:59:07Z,26826594,29912,0,0,P0D
BJ3Yv572V1A,2023-11-08T16:48:03Z,10915120,50028,0,0,P0D
E3NOvf9WNAQ,2023-05-18T19:52:00Z,7191971,17955,0,0,P0D
OjlaUkllTss,2023-06-21T16:18:09Z,54350504,83562,0,0,P0D
iE9VIbchvII,2023-12-06T15:35:09Z,2232195,7540,0,0,P0D
WCyplg_LPJ8,2023-02-10T02:30:08Z,400156,4868,0,1061,PT13M19S
NMOLUgDQxaw,2023-06-19T18:45:57Z,1143681,5,0,0,PT3M30S
NUWBuvz6buw,2023-03-24T14:19:17Z,226866,3175,0,1535,PT25M39S
oOXVqyy0rTA,2023-05-07T04:10:00Z,49907387,2275929,0,1553,PT1M
Ujz_D67B4x8,2023-03-18T23:46:11Z,3923545,136040,0,4763,PT1M
Y0ndTc5GOKU,2023-05-16T12:56:51Z,1115037,9,0,0,PT2M7S
KOZeTl7FOT0,2023-04-23T17:49:47Z,181892,1955,0,512,PT9M8S
l9jiAF4Eoy4,2023-02-07T19:41:16Z,47426381,1638954,0,0,PT1M
hCSZjBqICkU,2023-02-09T22:00:16Z,3414705,125097,0,1975,PT16S
k3xfiNh36zs,2023-02-15T13:00:42Z,6011281,96737,0,0,PT12S
QfZYVIyqyLA,2023-02-18T13:00:29Z,75704445,1226919,0,0,PT1M
1QT1G9qI26w,2023-03-27T10:00:01Z,4137846,17842,0,7,PT24S
K__ARI5nXVA,2023-01-02T05:00:07Z,11780632,464339,0,308,PT20S
ykPZ91ECK5I,2023-02-05T18:37:45Z,447784,3806,0,266,PT8M5S
ZinXCXgOBsw,2023-06-19T11:44:25Z,129298443,2067562,0,8293,PT43S
cb12KmMMDJA,2023-10-01T19:46:03Z,252062812,180464,0,0,P0D
